# type<TAB>module<TAB>key-or-class<TAB>field-or-entry<TAB>expected-value
# `config` rows are generated from built Spring Boot metadata with
# `./tools/verify-java-compatibility-contracts.py --update-config`.
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.basic-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.basic-auth.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.basic-auth.password
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.basic-auth.username
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.cloud
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.cloud.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.cloud.route-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.cloud.routes
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.connection-setting
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.connection-setting.connect-timeout
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.connection-setting.max-connection-total
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.connection-setting.max-pre-route
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.connection-setting.socket-timeout
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.disk
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.disk.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.disk.routes
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.enable-aggregation
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka.route-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka.routes
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka.service-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.eureka.service-url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.route-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.routes
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.secret
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.secret-date-time
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.service-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.nacos.service-url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.open-a-p-i-v3
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.openapiv3.oauth2-redirect-url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.openapiv3.operations-sorter
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.openapiv3.tags-sorter
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.openapiv3.url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.openapiv3.validator-url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.enable
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.jwt-cookie
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.route-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.routes
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.service-auth
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.polaris.service-url
config	knife4j-aggregation-jakarta-spring-boot-starter	knife4j.provider-timeout-ms
config	knife4j-aggregation-spring-boot-starter	knife4j.basic-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.basic-auth.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.basic-auth.password
config	knife4j-aggregation-spring-boot-starter	knife4j.basic-auth.username
config	knife4j-aggregation-spring-boot-starter	knife4j.cloud
config	knife4j-aggregation-spring-boot-starter	knife4j.cloud.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.cloud.route-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.cloud.routes
config	knife4j-aggregation-spring-boot-starter	knife4j.connection-setting
config	knife4j-aggregation-spring-boot-starter	knife4j.connection-setting.connect-timeout
config	knife4j-aggregation-spring-boot-starter	knife4j.connection-setting.max-connection-total
config	knife4j-aggregation-spring-boot-starter	knife4j.connection-setting.max-pre-route
config	knife4j-aggregation-spring-boot-starter	knife4j.connection-setting.socket-timeout
config	knife4j-aggregation-spring-boot-starter	knife4j.disk
config	knife4j-aggregation-spring-boot-starter	knife4j.disk.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.disk.routes
config	knife4j-aggregation-spring-boot-starter	knife4j.enable-aggregation
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka.route-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka.routes
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka.service-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.eureka.service-url
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.route-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.routes
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.secret
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.secret-date-time
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.service-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.nacos.service-url
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.enable
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.jwt-cookie
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.route-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.routes
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.service-auth
config	knife4j-aggregation-spring-boot-starter	knife4j.polaris.service-url
config	knife4j-aggregation-spring-boot-starter	knife4j.provider-timeout-ms
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.basic
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.basic.enable
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.basic.include
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.basic.password
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.basic.username
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.enabled
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.excluded-services
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.oas3.oauth2-redirect-url
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.oas3.url
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.oas3.validator-url
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.service-config
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.swagger2.url
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.discover.version
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.enabled
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.operations-sorter
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.routes
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.setting
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.strategy
config	knife4j-gateway-spring-boot-starter	knife4j.gateway.tags-sorter
config	knife4j-openapi2-spring-boot-starter	knife4j.basic
config	knife4j-openapi2-spring-boot-starter	knife4j.basic.enable
config	knife4j-openapi2-spring-boot-starter	knife4j.basic.include
config	knife4j-openapi2-spring-boot-starter	knife4j.basic.password
config	knife4j-openapi2-spring-boot-starter	knife4j.basic.username
config	knife4j-openapi2-spring-boot-starter	knife4j.cors
config	knife4j-openapi2-spring-boot-starter	knife4j.documents
config	knife4j-openapi2-spring-boot-starter	knife4j.enable
config	knife4j-openapi2-spring-boot-starter	knife4j.insight
config	knife4j-openapi2-spring-boot-starter	knife4j.insight.enable
config	knife4j-openapi2-spring-boot-starter	knife4j.insight.namespace
config	knife4j-openapi2-spring-boot-starter	knife4j.insight.secret
config	knife4j-openapi2-spring-boot-starter	knife4j.insight.server
config	knife4j-openapi2-spring-boot-starter	knife4j.insight.service-name
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.basic-auth.auth-type
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.basic-auth.key-name
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.basic-auth.name
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.basic-auth.paths
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.basic-auth.scopes
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.concat
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.description
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.email
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.group
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.license
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.license-url
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.terms-of-service-url
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.title
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.url
config	knife4j-openapi2-spring-boot-starter	knife4j.openapi.version
config	knife4j-openapi2-spring-boot-starter	knife4j.production
config	knife4j-openapi2-spring-boot-starter	knife4j.setting
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.custom-code
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-after-script
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-debug
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-document-manage
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-dynamic-parameter
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-filter-multipart-api-method-type
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-filter-multipart-apis
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-footer
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-footer-custom
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-group
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-home-custom
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-host
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-host-text
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-open-api
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-reload-cache-parameter
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-request-cache
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-response-code
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-search
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-swagger-models
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.enable-version
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.footer-custom-content
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.home-custom-location
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.language
config	knife4j-openapi2-spring-boot-starter	knife4j.setting.swagger-model-name
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.basic
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.basic.enable
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.basic.include
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.basic.password
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.basic.username
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.cors
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.documents
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.enable
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.insight.enable
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.insight.namespace
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.insight.secret
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.insight.server
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.insight.service-name
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.production
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.setting
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.setting.custom-code
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.setting.enable-after-script
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.setting.enable-debug
config	knife4j-openapi3-jakarta-spring-boot-starter	knife4j.setting.enable-document-manage
